PREFERRED_NAME,MoleculeID,LogP_pred,MP_pred,BP_pred,LogVP_pred,LogWS_pred,LogHL_pred,RT_pred,LogKOA_pred,LogD55_pred,LogD74_pred,LogOH_pred,LogKoc_pred,nbAtoms,nbHeavyAtoms,nbC,nbO,nbN,nbAromAtom,nbRing,nbHeteroRing,Sp3Sp2HybRatio,nbRotBd,nbHBdAcc,ndHBdDon,nbLipinskiFailures,TopoPolSurfAir,MolarRefract,CombDipolPolariz,MolWeight,LogBCF_pred,BioDeg_LogHalfLife_pred,ReadyBiodeg_pred,LogKM_pred,FUB_pred,Clint_pred
Allyl isothiocyanate,DTXSID3020047,1.14084863115238,-67.4413269570361,152.766088558098,0.695224553727877,-1.46720276218905,-5.01901551642092,0,2.25987635748727,1.13800838903384,0.958666583453165,-10.3628856991533,1.15279305196608,11,6,4,0,1,0,0,0,0.333333333333333,2,1,0,0,44.45,30.105,0.985,99.01427016,0.840921820828466,0.760336596176836,0,-1.00436602546551,0.42927878055889,1.13661377563642
Allyl propyl disulfide,DTXSID8024448,2.90473974366408,-48.2897473048343,195.405944547263,-0.480921150085989,-2.84313290300424,-2.80341424275385,9.18448305811676,4.99270347616608,2.90473974366408,2.90473974366408,-10.3158473826884,2.40596904974037,20,8,6,0,0,0,0,0,0.666666666666667,5,0,0,0,50.6,43.9689,0.545,148.038042384,1.99545593594624,0.795301624675727,0,-0.164749719898205,0.199142455442782,1.00560716662394
2-Chloroacetophenone,DTXSID9020293,2.39159150942384,22.1096988361758,234.20296417329,-1.80271147593708,-2.08531985980998,-5.81741870301656,8.38701504938557,5.07557948060754,2.39159150942384,2.39159150942384,-11.6215066094682,1.91013091762078,17,10,8,1,0,6,1,0,0.125,2,1,0,0,17.07,15.5236,1.181,154.018542524,0.97171499463599,0.728637337901942,0,-0.410089716931941,0.113582526043875,-3.36987044408115
2-Phenylpropan-2-ol,DTXSID3027247,2.32851363952542,34.0260076557654,210.436382644359,-1.16606902537178,-1.49663083795265,-6.15043206587566,7.23800388074319,6.05565897948152,2.22383867527486,2.32702603670639,-10.2803349787122,2.24483057251597,22,10,9,1,0,6,1,0,0.333333333333333,1,1,1,0,20.23,16.3326,0.796,136.088815004,0.915669852363622,1.01113554397447,0,-0.990637120239006,0.16233287563646,-4.04528229403604
alpha-Methylstyrene,DTXSID9025661,3.38664576450781,-51.3533228788059,166.150292478911,0.279551828221498,-3.02518468242862,-2.13377745689046,12.5235087555728,4.44371863749322,3.38664576450781,3.38664576450781,-10.2746235467859,2.53598527525552,19,9,9,0,0,6,1,0,0.111111111111111,1,0,0,1,0,14.4292,0.569,118.07825032,1.78144281887064,0.876754294169515,0,-0.590686254944427,0.157457765820356,-1.96171015193432
1-Naphthylamine,DTXSID7020920,2.35214119257874,61.1100000096503,299.777632046919,-2.93074928901257,-2.27662580082672,-6.86335734416016,10.1562074910396,8.47067566962395,2.34316627159441,2.35202704446302,-10.1032553303665,3.40651707390401,20,11,10,0,1,10,2,0,0,0,1,1,0,26.02,4.2221,1.353,143.073499288,1.52004153877615,1.34535606939339,1,-0.238484092080857,0.174328442285646,1.17293409338865
alpha-Pinene,DTXSID4026501,4.60899320732359,-27.6671295864645,161.283345202031,0.501758236103849,-4.51909186154054,-0.93051402228447,11.7418921511525,4.44451945288203,4.60899320732359,4.60899320732359,-10.2143596639335,3.42592612842266,26,10,10,0,0,0,1,0,0.8,0,0,0,0,0,44.5386,0.346,136.125200512,2.70150606844765,0.406737965116357,1,0.521859584677242,0.057018174478155,1.05442950535363
Chloramben,DTXSID2020262,0.911078715784307,209.191461653351,309.871920915267,-7.91067763609219,-2.42674766526638,-8.56171922437479,4.49658904420558,8.07909098357301,0.911078715784307,0.911078715784307,-11.3061814273267,1.65545811487767,17,12,7,2,1,6,1,0,0,1,3,2,0,63.32,22.6726,1.553,204.96973376,0.526379120260399,0.609596870185759,0,-0.964347245943871,0.426338548514996,-0.595240745070579
N-(Hydroxyethyl)ethylenediamine,DTXSID7025423,-1.20276483305487,-29.2130909730514,237.362699034306,-2.27788187226177,0.991955860871142,-9.18827791538581,0,6.76816617450844,-5.42908478610308,-3.53110293285556,-10.5194266116887,0.604207108445129,19,7,4,1,2,0,0,0,1,4,3,3,0,58.28,28.9355,0.693,104.094963004,0.498351457810469,0.633112500179656,1,-1.075827231439,0.851782181603929,-0.290045333305553
Ammonium carbamate,DTXSID9027360,-0.928786234987232,183.889521454874,284.052616219983,-3.19804261769843,0.57140745611438,-8.40555234810231,0,6.83821072626274,-0.928786234987232,-0.928786234987232,-12.5242087072438,0.610941599426359,7,4,1,2,1,0,0,0,0,0,3,2,0,63.32,9.7204,0.345,61.016378336,0.645445355696237,0.566174446254684,1,-0.849455642735933,0.938074708921528,1.24116773547012
Aniline,DTXSID8020090,1.00390992063026,-1.82386990362702,192.178505318206,-0.46751718065658,-0.352305574755287,-5.70879658751296,3.83920216406146,4.93617127600131,0.962542511257857,1.00336386971089,-10.0273628899684,1.6410443818884,14,7,6,0,1,6,1,0,0,0,1,1,0,26.02,4.2221,1.011,93.057849224,0.366816340638175,0.746021347805542,1,-0.766586620972871,0.552608366610075,1.04168611447041
Anisole,DTXSID4041608,2.2197518774788,-39.2633358108122,156.57822478176,0.365902746094177,-1.96963128928238,-4.99756211109414,6.70247516579515,3.74574390473365,2.2197518774788,2.2197518774788,-10.7312511426811,1.91638843256271,16,8,7,1,0,6,1,0,0.142857142857143,1,0,0,0,9.23,7.3158,0.738,108.057514876,0.904945166654356,0.564105897395858,1,-0.436841923581744,0.349790996473746,-1.96908490719949
Anthracene,DTXSID0023878,4.52804465634111,135.706169274133,340.535625690601,-4.6751204900888,-5.93693996625493,-4.2576260691954,20.3431379965608,7.50267656963419,4.52804465634111,4.52804465634111,-10.3206697659924,4.35567735962786,24,14,14,0,0,14,3,0,0,0,0,0,1,0,0,1.261,178.07825032,3.3322471379344,2.02952250856459,0,0.603285698026324,0.033091658915292,0.605486313205407
Anthracene,DTXSID0023878,4.52804465634111,135.706169274133,340.535625690601,-4.6751204900888,-5.93693996625493,-4.2576260691954,20.3431379965608,7.50267656963419,4.52804465634111,4.52804465634111,-10.3206697659924,4.35567735962786,24,14,14,0,0,14,3,0,0,0,0,0,1,0,0,1.261,178.07825032,3.3322471379344,2.02952250856459,0,0.603285698026324,0.033091658915292,0.605486313205407
Metalaxyl,DTXSID6024175,1.76606365567178,67.2976109747841,299.877426655852,-5.28201510699772,-1.78510646318659,-8.40838987670574,9.5094349241921,9.8367471597169,1.76102741679316,1.76599988881789,-10.6677559330822,1.63298433342137,41,20,15,4,1,6,1,0,0.466666666666667,7,5,0,0,55.84,51.5334,1.948,279.147058152001,0.916149745834664,0.632772245464479,0,-0.702301749806503,0.679426985014034,0.21816931589816
Atrazine,DTXSID9020112,2.68761078832609,181.386791011155,337.136565933821,-6.61235292026927,-3.84921510722664,-7.90292713802609,11.6906252856386,8.38454398194197,2.67915499737834,2.68750330644698,-10.7816354643186,2.25157710014122,28,14,8,0,5,6,1,1,0.625,4,5,2,0,62.73,37.7779,2.036,215.093773128,0.92946555594249,0.692137757118826,0,-1.00739819199117,0.113737601194902,0.837922962625529
Auramine,DTXSID7043821,3.63581517877649,132.13685668104,333.166344765852,-6.02921719130185,-2.20478970430631,-9.70559439344105,12.9266490096615,10.6115869710854,-1.47408058169009,0.425655022726862,-10.7864273605824,3.12965891612308,41,20,17,0,3,12,2,0,0.235294117647059,4,3,1,0,30.33,35.1859,1.597,267.173547672,1.34284986059448,0.919377938237049,0,-0.398582702215173,0.200819821531027,0.930449602912304
Beclazone,DTXSID3048730,3.85815035853842,248.97737611665,437.725531753119,-9.25792956446884,-4.97818761788512,-9.08510539989565,20.4624741716506,10.221182631159,2.93810165178247,3.81987389602729,-9.85473998756619,4.89078067476066,73,36,28,7,0,0,4,0,0.714285714285714,8,7,1,0,106.97,134.3884,2.714,520.222781204001,1.09798983538459,1.45970762651296,0,0.356842274297891,0.113797390910666,1.48065492891009
Bendiocarb,DTXSID9032327,1.87888415321533,126.524464250704,298.203194045064,-4.57394994214118,-2.48148412845446,-8.10537275655476,8.48830238416742,9.00595776281662,1.56146797516147,1.87303580298154,-10.8806917261414,2.58905263944836,29,16,11,4,1,6,2,1,0.363636363636364,3,2,1,0,56.79,31.8257,1.865,223.084457896,1.00365614486503,0.668756563439131,1,-0.618741733158654,0.226018663029162,0.912536222107825
Benomyl,DTXSID5023900,2.24781028519876,197.524403772403,275.800821386005,-8.58042997163537,-4.79134656941432,-11.2504195824457,13.9758629861851,9.43226165809994,0.918664986497927,1.55710794482458,-10.8598702149227,2.60809597897063,39,21,14,3,4,9,2,1,0.357142857142857,8,7,2,0,85.25,40.8662,2.427,290.137890436,0.990091594149433,0.652734500356354,0,0.020104589163303,0.062765452977557,1.72307518326547
Benz(a)anthracene,DTXSID5023902,5.75899538784268,216.83428820988,434.076297471583,-7.60261368817131,-7.69501081365264,-5.06407907545054,24.4228083374148,9.37103498697263,5.75899538784268,5.75899538784268,-10.4142318068387,5.33643168601552,30,18,18,0,0,18,4,0,0,0,0,0,1,0,0,1.603,228.093900384,2.53703835419514,2.44829086151813,0,0.142173871223502,0.012385639995485,1.19675770760188
Benzaldehyde,DTXSID8039241,1.4404811204043,-8.51407199306088,185.52548936299,-0.013958348435952,-1.33053910563454,-4.53231018877781,5.64953671422748,3.885833357495,1.4404811204043,1.4404811204043,-10.848947980254,1.51183986398977,14,8,7,1,0,6,1,0,0,1,1,0,0,17.07,6.2939,1.048,106.041864812,1.09785654834172,0.748419371435344,1,-0.693687398114003,0.385339824517215,1.12333879988918
Benzene,DTXSID3039242,2.20626212154885,-10.2647372398964,85.7592257177185,1.95032195735713,-1.87199276653533,-2.36098690055087,0,3.08887705494652,2.20626212154885,2.20626212154885,-11.8404022150202,1.6956282632223,12,6,6,0,0,6,1,0,0,0,0,0,0,0,0,0.577,78.046950192,0.769229483910494,0.926637481592434,1,-1.0687082692451,0.458927683692776,1.12828034444986
Benzenesulfonyl chloride,DTXSID1026619,0.952437185118852,28.8284084011734,250.370870411793,-1.30472173438971,-2.37586727058067,-7.10581356219307,7.70929587322849,5.05439030623411,0.952437185118852,0.952437185118852,-11.9320673837094,2.22550523594742,15,10,6,2,0,6,1,0,0,1,2,0,0,42.52,14.7779,2.093,175.96987808,0.796125020578381,0.883494435304591,1,-0.150926928466199,0.148491081376443,0.997137494864766
Benzidine,DTXSID2020137,1.35828660490721,97.9986755721298,380.641912660488,-6.38878703434163,-2.72858056607918,-6.97198177941099,10.450317127588,8.34874606020851,1.28028998758391,1.35721231790735,-10.4406689185639,3.3549608675158,26,14,12,0,2,12,2,0,0,1,2,2,0,52.04,8.4442,1.887,184.100048384,1.43270730439385,1.43228442249501,0,-0.232832738252217,0.222221708996154,0.70306041291696
"1,2-Diphenylethanedione",DTXSID3044380,3.31733622979456,97.8545353379192,349.717102597638,-4.02259856161053,-3.70716276168516,-7.15901576057375,15.4819103023188,8.41328535473563,3.31733622979456,3.31733622979456,-11.6605215330659,2.25217982616654,26,16,14,2,0,12,2,0,0,3,2,0,1,34.14,10.692,1.921,210.06807956,1.50207494492251,0.729169695101719,1,-1.01353644502127,0.023137253215806,-1.12907710398649
Benzo(a)pyrene,DTXSID2020139,6.12852393837137,222.847239799871,485.915817809953,-8.04796620744713,-8.33836669542981,-6.24364852559217,27.3826437695843,10.3434792421902,6.12852393837137,6.12852393837137,-10.4512304595374,5.81537984853777,32,20,20,0,0,20,5,0,0,0,0,0,1,0,0,1.845,252.093900384,2.78181422920954,2.41641906862607,0,0.036508885261276,0.011216099487455,-0.639708603035281
Benzo(b)fluoranthene,DTXSID0023907,6.09313292403538,181.344212364837,485.915817809953,-7.55256417932741,-8.34656931160846,-6.14920839250448,26.591719926446,10.3434792421902,6.09313292403538,6.09313292403538,-10.4512149502184,5.41355393682817,32,20,20,0,0,20,5,0,0,0,0,0,1,0,0,1.845,252.093900384,2.78192715850417,2.46421133042279,0,0.030498500427258,0.010747418420623,0.830583536813642
"Benzo(g,h,i)perylene",DTXSID5023908,6.73537383601779,264.620330313811,532.491896603458,-9.99595779524135,-9.01039770865942,-6.4404181164045,28.1972004231064,11.7243253308055,6.73537383601779,6.73537383601779,-10.4149278864414,4.78137758462568,34,22,22,0,0,22,6,0,0,0,0,0,1,0,0,2.087,276.093900384,2.82028032312414,2.72860155894365,0,0.221590356378938,0.087883936216258,0.803724121540615
Benzophenone,DTXSID0021961,3.27818052632098,58.9970727253088,306.49066794079,-2.9415325313299,-3.19637238595653,-5.95791058129953,14.7644387395409,7.25369393099904,3.27818052632098,3.27818052632098,-11.6295944374226,2.64561646688435,24,14,13,1,0,12,2,0,0,2,1,0,1,17.07,5.346,1.45,182.07316494,1.41022326595407,0.52023862439893,1,-1.11214852695009,0.058669544089208,0.642265074440896
Benzophenonetetracarboxylic dianhydride,DTXSID3029233,1.38435303260523,213.491833944777,425.23572170343,-8.60107327605625,-4.61469814260383,-9.37559031423216,7.35440845911442,11.6870473179982,1.38435303260523,1.38435303260523,-11.1022786427471,1.42210244217216,30,24,17,7,0,12,4,2,0,2,7,0,0,103.81,27.8124,5.348,322.011352532,0.930573845157015,0.768389178369754,0,0.391444262272569,0.014825364197592,1.44016118757755
Benzoyl chloride,DTXSID9026631,2.23710124280554,14.6026577806246,206.406977700563,-0.407725859545143,-1.96804680123972,-6.08542035492488,8.38485004288692,4.58098272336949,2.23710124280554,2.23710124280554,-11.0165280904341,1.9473066504449,14,9,7,1,0,6,1,0,0,1,1,0,0,17.07,11.0778,1.181,140.00289246,1.06019931080914,0.672652554297739,0,-0.442973973548187,0.155252330668043,1.1161630180679
Benzoyl peroxide,DTXSID6024591,3.2968954391996,99.6021261343263,349.888945600134,-4.93478193887902,-4.18187697353544,-7.52420905812294,17.9063279259377,8.41435502384782,3.2968954391996,3.2968954391996,-11.1908901963633,2.3676481653425,28,18,14,4,0,12,2,0,0,5,4,0,1,52.6,12.5834,1.841,242.0579088,1.75780959623882,0.594565585418596,0,-0.228032916766556,0.017873088537088,0.621210119038642
Benzyl acetate,DTXSID0020151,2.10504162736417,-10.7634931766363,216.348948681424,-0.743253383979933,-1.8243010817399,-6.40946553939624,7.79341931979731,4.83138362756427,2.10504162736417,2.10504162736417,-10.9443723908161,1.8612492045569,21,11,9,2,0,6,1,0,0.222222222222222,3,2,0,0,26.3,16.4283,0.984,150.06807956,0.824798839327873,0.633769627005817,1,-0.872559467259483,0.140560472268196,0.841681671087172
Benzyl alcohol,DTXSID5020152,1.19566741429761,11.9930910799341,201.23362846687,-0.849510168800795,-0.560592114422562,-6.20690967145168,3.94727815077597,4.97125351833089,1.18428460410162,1.19552224300544,-10.6762165249048,1.22823653308141,16,8,7,1,0,6,1,0,0.142857142857143,1,1,1,0,20.23,7.2768,0.875,108.057514876,0.79598950627964,0.731407864131135,1,-0.761403375946678,0.485814697651016,-3.55037171605641
Benzyl chloride,DTXSID0020153,2.44819471561371,-28.6740614244276,168.538165164989,0.239841469538352,-2.4198169823845,-2.53481652465325,8.6963345036626,4.15645280279703,2.44819471561371,2.44819471561371,-11.489882389849,1.87752234669737,15,8,7,0,0,6,1,0,0.142857142857143,1,0,0,0,0,10.3278,0.71,126.023627904,1.83499612360492,0.690060066178598,0,-0.876993439272246,0.155710343500849,1.08204190747619
beta-Butyrolactone,DTXSID1020223,-0.273460304496362,-21.9094748726861,171.79563599398,0.338740415744266,0.524962768271001,-7.5297530349265,0,3.65366187727305,-0.273460304496362,-0.273460304496362,-11.6977109896905,1.15290038009293,12,6,4,2,0,0,1,1,0.75,0,2,0,0,26.3,20.1375,1.254,86.036779432,0.212855010161732,0.647857707265173,1,-1.04175777481079,0.872868776460663,1.13553193899519
Chloroprene,DTXSID5020316,1.8824332555796,-118.4147289796,60.1197058384826,2.26408251354678,-1.89186326672132,-3.51989323107927,0,2.79441791795977,1.8824332555796,1.8824332555796,-10.703786974766,1.60843752147227,10,5,4,0,0,0,0,0,0,1,0,0,0,0,25.0106,0.34,88.00797784,0.829538753525301,0.810073251337587,0,-1.05252486298729,0.342501465127111,1.13128980935283
Betamethasone acetate,DTXSID8022668,2.74796466784371,237.765133593081,411.544370179011,-8.92440770211055,-4.7802561950987,-10.8878302116476,13.5682065210635,9.50018112368034,2.7461020051053,2.62040176855547,-10.0479948221543,4.66118863455905,62,31,24,6,0,0,4,0,0.708333333333333,4,6,2,0,100.9,110.4468,2.386,434.210466932001,0.329373922813695,1.40423818951757,0,0.019013978555838,0.288256374821556,1.45713620505925
Betamethasone dipropionate,DTXSID2022672,3.9773212498953,252.230852416586,425.579313435581,-9.10896962427721,-4.98703834434305,-9.10669764677739,19.3213353237506,10.2461159280584,3.75373597404658,3.97365529471668,-9.85513166917531,4.88410838119669,73,36,28,7,0,0,4,0,0.714285714285714,8,7,1,0,106.97,129.6453,2.59,504.252331744001,0.907392719019908,1.49073664762771,0,0.341417327295114,0.060738751466666,1.52307712762068
2-Naphthylamine,DTXSID2020921,2.36693581149778,80.4628220366614,299.722405162651,-3.44515940509751,-2.6983494999778,-6.89941577610489,11.1607603824419,8.47067566962395,2.34842405054887,2.36669778929261,-9.96868416860574,3.33157108742831,20,11,10,0,1,10,2,0,0,0,1,1,0,26.02,4.2221,1.353,143.073499288,1.65564534908811,1.34887143858258,1,-0.23645831705728,0.113860806141761,1.21466178347427
beta-Pinene,DTXSID7027049,4.24213218206389,-36.2478948956223,158.805591428455,0.414415933205039,-4.47682953929987,-1.01681936891177,12.3017627841009,4.47665969024851,4.24213218206389,4.24213218206389,-10.0584749661457,3.42646007935484,26,10,10,0,0,0,1,0,0.8,0,0,0,0,0,43.3169,0.286,136.125200512,2.73142323686001,0.602993860164716,1,0.704645038592894,0.240140230918792,1.05436782660479
Bifenthrin,DTXSID9020160,6.79062981467424,68.3667639041158,370.962103506764,-6.815128148396,-6.72477604793162,-7.31139948819009,30.4713774116955,10.4687870014144,6.79062981467424,6.79062981467424,-10.4782409168153,5.2347827922335,51,29,23,2,0,12,3,0,0.347826086956522,7,2,0,1,26.3,59.0014,1.498,422.126042284001,3.69767673033839,0.549119011484297,0,0.562032209602251,0.002857141443812,0.824469516547116
Bis[2-(dimethylamino)ethyl]ether,DTXSID5027512,-0.372758705099312,-13.3098514566423,178.483209882718,0.461429479855391,-0.038401697445661,-4.72543952477514,2.88063557113299,4.42256910022488,-4.04604300887575,-2.15321118780768,-10.4378936604804,1.98783572384455,31,11,8,1,2,0,0,0,1,6,3,0,0,15.71,49.0507,0.808,160.15756326,0.426741279632532,0.766607048935036,0,0.332368882056812,0.841083462613002,-0.742561880702237
"1,1-Methylenebis(4-isocyanatocyclohexane)",DTXSID3027588,3.222412749072,74.73244296384,319.131390220438,-6.61924597451383,-3.96197847241601,-6.13911812101924,22.9087336732689,6.90435186024758,3.22239040053541,3.22064111450138,-10.6616145800932,3.30545168656232,41,19,15,2,2,0,2,0,1,4,4,0,1,58.86,61.4166,1.411,262.168127944,1.99007512930953,0.759913994307936,1,0.472406967653228,0.0153595466475,-0.05055840940411
bis(Chloromethyl) ether,DTXSID8020173,0.836826866753081,-43.9583687747457,105.33409609771,1.3317965367277,-0.484429217296116,-3.81455742923666,0,3.2249180932247,0.836826866753081,0.836826866753081,-11.483823177072,1.05138653760879,9,5,2,1,0,0,0,0,1,2,1,0,0,9.23,22.2913,0.626,113.963920108,1.07538903893712,0.871232836534906,0,-1.03635407760888,0.734737482821074,1.13348300531627
"1,3-Benzenediamine, 4,4'-[(4-methyl-1,3-phenylene)bis(azo)]bis[6-methyl-",DTXSID5063491,3.62548069177311,237.440495114191,326.017361990475,-8.23993590727943,-4.98226228162443,-9.54751325027474,20.9871612374496,9.42939591185502,3.50110673740044,3.62367145845616,-10.5376959574347,4.05855501934203,53,29,21,0,8,18,3,0,0.142857142857143,4,8,4,0,153.52,33.3947,3.095,388.212392768001,1.18081642718995,1.76875066926446,0,-0.609432857547981,0.014287619797548,-0.21317078306319
Bisphenol A,DTXSID7020182,3.35075580544199,144.679771638023,343.215219962581,-7.1654576775383,-3.27173396791733,-6.90061962445995,12.6784859750049,8.38006639485224,3.35070832169027,3.34700011689228,-10.7848854465965,3.15778828736056,33,17,15,2,0,12,2,0,0.2,2,0,2,0,40.46,18.7539,1.496,228.115029752,1.64042987174868,1.17989111418117,0,0.211742457416393,0.107294978377164,1.24378945030492
Cyanazine,DTXSID1023990,2.24423848778476,165.820234214076,324.69634523184,-6.71434740618758,-2.99989092209615,-8.22279814089219,11.0331195983012,9.09546251220876,2.24419588497267,2.24423795142116,-10.7966274163819,2.33091364269103,29,16,9,0,6,6,1,1,0.625,4,6,2,0,86.52,42.5492,2.799,240.089022096,1.05117932885664,0.713530091587875,0,-0.930891607784848,0.287906377889427,0.625771390455464
Bromacil,DTXSID4022020,2.09509952097542,157.512439721562,290.844017826658,-6.24613604731012,-2.5301369387014,-5.85962941818846,9.22341063458651,8.41175723216856,2.0950814557694,2.09509929354328,-10.7715244239787,1.66029672882609,27,14,9,2,2,0,1,1,0.666666666666667,2,4,0,0,49.74,54.2404,0.542,260.016039756,0.476829677721537,0.52590215082228,0,-1.2210501676007,0.1465773861693,-6.80852603046595
Bromoform,DTXSID1021374,2.43364882304447,14.1888247650085,148.612358229061,0.798182142503733,-1.95543929006554,-3.0986277718372,1.09813051324964,3.97717135011369,2.43364882304447,2.43364882304447,-13.1697536248276,2.0817510141886,5,4,1,0,0,0,0,0,1,0,0,0,0,0,29.7897,0.646,249.762836332,1.14925128672293,1.2488086804178,0,-0.714812278493271,0.338734406364151,1.05863280618495
"1,3-Butadiene",DTXSID3020203,1.92092625439854,-130.757629382878,2.82828691063359,3.10283434796125,-1.76750752531262,-1.16810715576259,0,2.00209706142541,1.92092625439854,1.92092625439854,-10.1901332669596,1.20916160572967,10,4,4,0,0,0,0,0,0,1,0,0,0,0,20.2944,0.207,54.046950192,1.04289002852871,0.873704390908142,0,-0.686947240395871,0.329710569182355,1.14470718586911
Butane,DTXSID7024665,2.82831340422312,-145.186052522392,3.20081478244191,3.14584707265731,-2.87551871795418,-0.334234619079974,0.981727273103752,2.19415262180088,2.82831340422312,2.82831340422312,-11.5960897581072,1.52673418450345,14,4,4,0,0,0,0,0,1,1,0,0,0,0,17.6206,0.127,58.07825032,0.84370118665349,0.87051831913137,1,-0.667260300349107,0.587280484010756,1.12917573007745
"Butyl (2,4,5-trichlorophenoxy)acetate",DTXSID7026073,4.69764425507643,38.2974805853722,343.170437975183,-4.71850595843204,-4.26544850635096,-7.74435870248744,18.9325095209716,8.97011284537741,4.69764425507643,4.69764425507643,-10.86188871423,3.09383342191518,31,18,12,3,0,6,1,0,0.416666666666667,7,2,0,0,35.53,45.7537,1.406,309.993027316,1.73789365912204,0.549314013737685,0,0.163242630840089,0.045649163757567,1.14884774660449
Butyl acrylate,DTXSID6024676,2.33574624446143,-54.6873562667578,146.135271655777,0.645370082968975,-1.88546902480541,-3.41668681607651,6.95076711997159,3.48965818754706,2.33574624446143,2.33574624446143,-10.6113772694841,1.63815965322899,21,9,7,2,0,0,0,0,0.571428571428571,5,2,0,0,26.3,32.7979,0.598,128.083729624,0.524030721871964,0.667062452948244,1,-0.975909321307808,0.468475850670399,0.772134290469956
Benzyl butyl phthalate,DTXSID3020205,4.45489022854175,77.3900577085514,365.191056410561,-5.34920000620821,-5.04184569511899,-7.54898607695072,22.2474029545612,9.82606053485587,4.45489022854175,4.45489022854175,-10.8553881895624,3.64119785826716,43,23,19,4,0,12,2,0,0.263157894736842,9,4,0,1,52.6,33.7297,1.817,312.136159120001,1.28579937899987,0.525391245095066,1,-0.956026415767936,0.013608189469853,-0.564443550544091
2-(2-Butoxyethoxy)ethanol,DTXSID8021519,0.576314454546782,-52.1148462465303,228.495202396035,-1.50103978530616,0.696983899387165,-8.19253908742627,6.05613315099441,7.21851385517362,0.576138264124016,0.562537172664246,-10.2359748493069,1.56188554058238,29,11,8,3,0,0,0,0,1,8,3,1,0,38.69,41.0857,0.752,162.125594436,0.39977411678109,0.565416089217064,1,-0.647156679179305,0.873630023278153,-0.682704461714392
2-Butoxyethyl acetate,DTXSID1026904,1.00891552320444,-57.0510026815554,192.195033143498,-0.305967528857122,-1.22451327280449,-4.97359820000053,8.07379574995386,4.31708472125291,1.00891552320444,1.00891552320444,-10.9069056557676,2.05245346900924,27,11,8,3,0,0,0,0,0.875,7,3,0,0,35.53,39.1937,0.743,160.109944372,0.50593257851363,0.664359926083489,1,-0.562538785063422,0.452761874601268,0.970786606694531
Butyl isocyanate,DTXSID6026872,0.801668459261451,38.3245559557662,117.522366776905,1.23818317871672,-1.26017454375443,-3.51882657675941,3.65026264859369,2.53760805571557,-0.243340978761294,0.749725038325372,-11.3647724831338,1.32076051558505,16,7,5,1,1,0,0,0,1,3,2,0,0,29.43,23.6888,0.697,99.068413908,0.682428381967349,0.647946961128076,1,-0.717641594993522,0.269912660805513,-2.72896125226264
1-Butanethiol,DTXSID6026824,2.17560393129023,-125.312026915843,92.761790917847,1.72983329881889,-2.12007059558856,-2.33048765485706,2.40580430010649,2.81355811813345,2.1755947655772,2.17487647473921,-10.432904631974,1.4478496945911,15,5,4,0,0,0,0,0,1,2,0,0,0,38.8,25.1257,0.845,90.05032132,0.851045551206786,0.600754342387641,0,-0.434721870250247,0.365094637093867,1.12696804930405
Butyl methacrylate,DTXSID4024696,2.72264055546711,-69.2115009473618,162.186716212229,0.371684230770182,-2.13131373367985,-3.72216509091429,7.95594440248446,4.13212472366132,2.72264055546711,2.72264055546711,-10.4805959253463,1.84674731673825,24,10,8,2,0,0,0,0,0.625,5,2,0,0,26.3,37.155,0.574,142.099379688,0.63506324695333,0.66823621086462,1,-1.1387151841314,0.220875862608093,-0.590924572446872
Butylamine,DTXSID1021904,0.934013968773649,-65.1538199973352,70.374374277209,2.01421957862515,1.02967182986788,-4.74452238974178,0,4.0518258897854,-4.16871086707304,-2.26897966314617,-11.0287549444471,1.41725148919903,16,5,4,0,1,0,0,0,1,2,1,1,0,26.02,20.6562,0.377,73.089149352,0.67594598757052,0.688648101065843,1,-1.01436634035132,0.95296510010383,1.13513077317938
Butyraldehyde,DTXSID8021513,0.817268536658237,-87.2393603346923,72.5047288690546,2.0110344518557,-0.168653829919123,-4.0455442108608,0,2.81876907708401,0.817268536658237,0.817268536658237,-10.6157424852464,1.03658972093856,13,5,4,1,0,0,0,0,0.75,2,1,0,0,17.07,19.6534,0.622,72.057514876,0.724421721912782,0.647085398505899,1,-1.03949761069693,0.67376337296299,1.13414548474422
Butanoic acid,DTXSID8021515,-0.880163189704605,-18.2689478415293,166.538111232345,0.020883721039536,0.003420396903795,-6.22702312740728,0,4.23461262922712,-1.60428036859179,-3.41470625340486,-11.633048567409,1.16338026098715,14,6,4,2,0,0,0,0,0.75,2,2,1,0,37.3,20.5788,0.508,88.052429496,0.617883937300028,0.631922629584898,1,-0.833203285419154,0.925374747587832,1.26982959358051
Cadusafos,DTXSID7037505,3.99958312357696,16.6373140200361,296.240467871926,-3.15909022979929,-2.87170555991591,-5.59568063409301,18.0103294550853,8.52732763674356,3.99958312357696,3.99958312357696,-10.4687303395346,2.59784405613056,38,15,10,2,0,0,0,0,1,8,2,0,0,86.71,70.0996,1.61,270.087708606,1.17041345325333,2.03292013764569,0,-0.896810724198417,0.131005008100993,-1.43956594959261
Calcium carbonate,DTXSID3036238,-0.52090106295987,187.847414752167,299.148937442812,-1.97637017912693,0.249099336005198,-8.41273629698268,0,6.36710528352351,-4.9190558778518,-6.81903873291383,-13.4594089188266,0.584806891977314,6,4,1,3,0,0,0,0,0,0,3,2,0,57.53,9.4982,0.418,62.000393924,0.692499785118246,0.879542831275615,1,-0.845229463449874,0.876605260517889,1.27508840626517
